,Unit_Price,Quantity,Discount,Total_Price,Cluster,Category
2773,1.42,4.0,0.0,5.68,2,Water
2774,2.31,12.0,0.0,27.719999999999995,1,Juices
2776,1.61,11.0,0.0,17.71,2,Water
2777,1.2,7.0,0.0,8.4,0,Soft Drinks
2778,1.59,15.0,0.0,23.85,1,Juices
2779,2.09,4.0,0.05,7.940000000000001,0,Soft Drinks
2781,3.67,1.0,0.0,3.67,1,Juices
2783,1.11,9.0,0.1,8.99,0,Soft Drinks
2784,1.69,12.0,0.0,20.28,1,Juices
2785,2.12,12.0,0.0,25.44,0,Soft Drinks
2786,2.45,1.0,0.0,2.45,1,Juices
2787,3.33,3.0,0.0,9.99,1,Juices
2788,1.98,13.0,0.0,25.74,3,Alcoholic Beverages
2789,0.96,7.0,0.0,6.72,0,Soft Drinks
2790,0.55,10.0,0.0,5.5,0,Soft Drinks
2793,1.02,12.0,0.0,12.239999999999998,3,Alcoholic Beverages
2794,1.61,5.0,0.0,8.05,2,Water
2795,2.22,11.0,0.0,24.42,0,Soft Drinks
2796,0.59,8.0,0.0,4.72,2,Water
2797,4.48,10.0,0.0,44.8,3,Alcoholic Beverages
2798,1.98,11.0,0.05,20.69,0,Soft Drinks
2799,0.84,46.0,0.1,34.78,0,Soft Drinks
2800,0.8,27.0,0.05,20.519999999999996,2,Water
2801,3.56,8.0,0.0,28.48,1,Juices
2803,0.96,13.0,0.0,12.48,2,Water
2804,1.07,2.0,0.0,2.14,0,Soft Drinks
2805,0.91,41.0,0.05,35.44,2,Water
2806,2.19,17.0,0.05,35.37,1,Juices
2807,1.31,25.0,0.1,29.48,3,Alcoholic Beverages
2808,1.4,10.0,0.05,13.3,1,Juices
2809,3.43,9.0,0.0,30.87,1,Juices
2810,1.46,15.0,0.0,21.9,2,Water
2811,1.68,40.0,0.05,63.84,1,Juices
2812,1.42,8.0,0.0,11.36,2,Water
2813,3.56,2.0,0.0,7.12,1,Juices
2814,1.33,12.0,0.0,15.96,3,Alcoholic Beverages
2816,2.13,7.0,0.0,14.91,0,Soft Drinks
2817,2.31,15.0,0.0,34.65,1,Juices
2818,1.59,9.0,0.0,14.31,1,Juices
2820,1.24,10.0,0.0,12.4,0,Soft Drinks
2821,0.96,1.0,0.0,0.96,2,Water
2822,2.28,14.0,0.0,31.92,0,Soft Drinks
2823,1.59,10.0,0.0,15.9,3,Alcoholic Beverages
2825,3.12,1.0,0.0,3.12,1,Juices
2826,1.88,5.0,0.0,9.4,3,Alcoholic Beverages
2827,0.55,7.0,0.0,3.85,2,Water
2828,2.22,3.0,0.0,6.66,0,Soft Drinks
2830,0.99,2.0,0.0,1.9800000000000002,0,Soft Drinks
2832,0.46,39.0,0.05,17.04,2,Water
2834,2.27,13.0,0.0,29.51,0,Soft Drinks
2835,0.89,1.0,0.0,0.89,2,Water
2836,0.96,4.0,0.0,3.84,2,Water
2837,2.28,4.0,0.0,9.12,0,Soft Drinks
2840,0.56,26.0,0.05,13.83,2,Water
2841,3.54,48.0,0.1,152.93,1,Juices
2842,1.59,12.0,0.0,19.08,1,Juices
2844,1.38,6.000000000000001,0.0,8.28,2,Water
2845,1.75,10.0,0.0,17.5,1,Juices
2846,1.88,15.0,0.0,28.2,3,Alcoholic Beverages
2850,1.68,37.0,0.1,55.94,3,Alcoholic Beverages
2851,2.19,54.0,0.1,106.43,1,Juices
2854,0.99,15.0,0.0,14.85,2,Water
2855,1.63,3.0,0.0,4.89,3,Alcoholic Beverages
2856,1.86,2.0,0.0,3.7199999999999998,1,Juices
2857,0.55,7.0,0.0,3.85,0,Soft Drinks
2860,1.13,20.0,0.1,20.34,3,Alcoholic Beverages
2861,2.27,5.0,0.0,11.35,0,Soft Drinks
2869,2.33,22.0,0.05,48.7,1,Juices
2870,2.12,11.0,0.0,23.32,0,Soft Drinks
2871,1.99,12.0,0.0,23.88,3,Alcoholic Beverages
2874,3.71,41.0,0.05,144.5,1,Juices
2878,3.17,12.0,0.05,36.14,1,Juices
2879,1.59,9.0,0.0,14.31,1,Juices
2880,3.12,1.0,0.0,3.12,1,Juices
2881,1.75,1.0,0.0,1.75,1,Juices
2882,3.02,1.0,0.0,3.02,1,Juices
2884,3.21,12.0,0.0,38.52,1,Juices
2885,4.35,8.0,0.0,34.8,3,Alcoholic Beverages
2886,0.59,7.0,0.0,4.13,2,Water
2887,1.41,14.0,0.0,19.74,3,Alcoholic Beverages
2888,0.56,4.0,0.0,2.24,0,Soft Drinks
2889,3.11,8.0,0.0,24.88,1,Juices
2890,3.67,10.0,0.0,36.7,1,Juices
2891,1.86,3.0,0.0,5.58,1,Juices
2892,2.35,13.0,0.0,30.549999999999997,0,Soft Drinks
2893,1.59,1.0,0.0,1.59,1,Juices
2894,0.59,13.0,0.0,7.67,0,Soft Drinks
2895,1.99,10.0,0.0,19.9,0,Soft Drinks
2897,1.04,13.0,0.0,13.519999999999998,0,Soft Drinks
2899,1.86,5.0,0.0,9.3,1,Juices
2900,2.45,11.0,0.0,26.95,1,Juices
2901,5.03,1.0,0.0,5.03,3,Alcoholic Beverages
2902,2.12,9.0,0.0,19.08,0,Soft Drinks
2903,1.07,7.0,0.0,7.49,2,Water
2904,0.49,12.0,0.0,5.88,2,Water
2905,0.99,1.0,0.0,0.9900000000000001,0,Soft Drinks
2906,1.23,13.0,0.0,15.989999999999998,0,Soft Drinks
2907,3.11,8.0,0.0,24.88,1,Juices
2908,2.24,24.0,0.05,51.07,1,Juices
2909,0.76,3.0,0.1,2.05,0,Soft Drinks
2911,1.99,51.0,0.1,91.34,1,Juices
2913,1.71,9.0,0.0,15.390000000000002,2,Water
2914,1.69,3.0,0.0,5.07,1,Juices
2915,2.05,14.0,0.0,28.699999999999996,0,Soft Drinks
2916,1.41,51.0,0.05,68.31,3,Alcoholic Beverages
2917,2.22,13.0,0.0,28.86,0,Soft Drinks
2918,0.59,1.0,0.0,0.59,0,Soft Drinks
2921,1.31,30.0,0.05,37.34,1,Juices
2922,0.85,13.0,0.05,10.5,0,Soft Drinks
2924,3.21,6.000000000000001,0.0,19.26,1,Juices
2926,0.57,13.0,0.0,7.41,2,Water
2927,2.28,2.0,0.0,4.56,0,Soft Drinks
2928,3.67,12.0,0.0,44.04,1,Juices
2929,2.12,5.0,0.0,10.599999999999998,0,Soft Drinks
2930,0.63,22.0,0.1,12.47,0,Soft Drinks
2933,1.8,32.0,0.1,51.84,1,Juices
2934,3.46,2.0,0.0,6.92,1,Juices
2935,0.56,11.0,0.0,6.16,2,Water
2936,0.86,14.0,0.0,12.04,2,Water
2937,3.46,2.0,0.0,6.92,1,Juices
2939,1.33,14.0,0.0,18.62,3,Alcoholic Beverages
2940,0.63,6.000000000000001,0.0,3.78,0,Soft Drinks
2941,1.86,6.000000000000001,0.0,11.16,1,Juices
2942,3.31,2.0,0.0,6.620000000000001,1,Juices
2943,1.31,4.0,0.0,5.24,2,Water
2944,3.67,2.0,0.0,7.34,1,Juices
2945,0.96,7.0,0.0,6.72,2,Water
2946,1.26,5.0,0.0,6.3,2,Water
2947,3.21,2.0,0.0,6.42,1,Juices
2948,2.34,2.0,0.0,4.68,0,Soft Drinks
2949,1.07,5.0,0.0,5.35,2,Water
2950,0.61,15.0,0.0,9.15,0,Soft Drinks
2951,0.99,5.0,0.0,4.95,0,Soft Drinks
2952,2.04,3.0,0.0,6.119999999999999,3,Alcoholic Beverages
2953,0.99,10.0,0.0,9.9,2,Water
2955,0.91,4.0,0.0,3.6400000000000006,2,Water
2956,1.23,12.0,0.0,14.76,0,Soft Drinks
2959,1.05,15.0,0.0,15.75,3,Alcoholic Beverages
2960,0.61,12.0,0.0,7.32,0,Soft Drinks
2961,3.02,10.0,0.0,30.2,1,Juices
2962,0.47,39.0,0.05,17.41,2,Water
2964,0.52,56.0,0.1,26.21,2,Water
2965,2.24,12.0,0.05,25.54,1,Juices
2966,1.28,21.0,0.05,25.54,1,Juices
2967,0.8100000000000002,7.0,0.05,5.39,0,Soft Drinks
2969,0.96,4.0,0.0,3.84,2,Water
2970,0.58,14.0,0.0,8.12,2,Water
2971,0.57,1.0,0.0,0.57,2,Water
2972,1.26,14.0,0.0,17.64,2,Water
2973,1.8,9.0,0.0,16.2,1,Juices
2974,1.42,6.000000000000001,0.0,8.52,2,Water
2975,0.89,8.0,0.0,7.12,2,Water
2976,3.56,14.0,0.0,49.84,1,Juices
2977,0.58,13.0,0.0,7.54,2,Water
2980,0.75,4.0,0.05,2.85,0,Soft Drinks
2981,1.16,15.0,0.0,17.4,0,Soft Drinks
2982,0.56,14.0,0.0,7.84,2,Water
2984,1.88,5.0,0.0,9.4,3,Alcoholic Beverages
2985,2.9500000000000006,15.0,0.05,42.04,1,Juices
2988,2.04,46.0,0.05,89.15,1,Juices
2989,2.01,18.0,0.05,34.37,1,Juices
2990,0.97,35.0,0.1,30.549999999999997,0,Soft Drinks
2991,1.05,48.0,0.1,45.36,2,Water
2994,0.88,5.0,0.05,4.18,0,Soft Drinks
2995,2.75,19.0,0.05,49.63999999999999,0,Soft Drinks
2996,1.42,39.0,0.05,52.60999999999999,3,Alcoholic Beverages
2997,1.26,53.0,0.1,60.1,0,Soft Drinks
3000,0.7,18.0,0.05,11.97,2,Water
3001,2.28,50.0,0.1,102.6,1,Juices
3002,2.49,48.0,0.1,107.57,0,Soft Drinks
3003,2.09,10.0,0.1,18.81,0,Soft Drinks
3004,0.99,6.000000000000001,0.0,5.94,2,Water
3007,1.7,18.0,0.1,27.54,2,Water
3008,2.03,55.0,0.05,106.07,1,Juices
3010,2.9,31.0,0.05,85.4,1,Juices
3011,1.44,4.0,0.05,5.470000000000001,3,Alcoholic Beverages
3012,2.35,3.0,0.0,7.05,0,Soft Drinks
3013,3.31,5.0,0.0,16.55,1,Juices
3014,1.07,12.0,0.0,12.84,2,Water
3015,1.46,14.0,0.0,20.44,2,Water
3016,1.9,6.000000000000001,0.1,10.259999999999998,3,Alcoholic Beverages
3021,0.99,11.0,0.0,10.89,2,Water
3022,2.31,11.0,0.0,25.41,1,Juices
3023,1.59,10.0,0.0,15.9,1,Juices
3024,0.46,10.0,0.0,4.6,2,Water
3025,2.93,7.0,0.0,20.51,1,Juices
3026,3.23,11.0,0.0,35.53,1,Juices
3029,1.46,15.0,0.0,21.9,3,Alcoholic Beverages
3031,0.96,13.0,0.0,12.48,0,Soft Drinks
3033,1.07,5.0,0.0,5.35,0,Soft Drinks
3034,0.99,12.0,0.0,11.88,2,Water
3035,1.75,1.0,0.0,1.75,1,Juices
3036,4.22,9.0,0.0,37.98,3,Alcoholic Beverages
3037,2.05,1.0,0.0,2.05,0,Soft Drinks
3038,1.04,1.0,0.0,1.0399999999999998,2,Water
3039,2.11,7.0,0.0,14.77,3,Alcoholic Beverages
3040,3.23,9.0,0.0,29.07,1,Juices
3041,2.22,5.0,0.0,11.1,0,Soft Drinks
3042,1.46,1.0,0.0,1.46,3,Alcoholic Beverages
3043,0.55,15.0,0.0,8.25,2,Water
3044,0.93,2.0,0.0,1.8599999999999999,2,Water
3045,0.55,3.0,0.0,1.6499999999999997,2,Water
3046,3.23,10.0,0.0,32.3,1,Juices
3047,1.61,7.0,0.0,11.27,2,Water
3048,0.93,15.0,0.0,13.95,2,Water
3049,0.61,2.0,0.0,1.22,0,Soft Drinks
3050,1.24,7.0,0.0,8.68,0,Soft Drinks
3051,1.26,3.0,0.0,3.78,2,Water
3052,4.19,14.0,0.0,58.66,3,Alcoholic Beverages
3053,3.33,5.0,0.0,16.65,1,Juices
3054,2.38,10.0,0.0,23.8,1,Juices
3055,0.55,13.0,0.0,7.15,0,Soft Drinks
3056,1.19,1.0,0.0,1.19,0,Soft Drinks
3057,3.28,9.0,0.05,28.04,1,Juices
3058,4.24,32.0,0.05,128.9,3,Alcoholic Beverages
3060,0.56,4.0,0.0,2.24,0,Soft Drinks
3063,2.75,37.0,0.05,96.66,0,Soft Drinks
3065,2.45,2.0,0.0,4.9,1,Juices
3067,0.99,12.0,0.0,11.88,0,Soft Drinks
3068,1.46,5.0,0.0,7.3,2,Water
3069,3.43,4.0,0.0,13.72,1,Juices
3071,0.49,11.0,0.0,5.39,2,Water
3072,2.13,9.0,0.0,19.170000000000005,0,Soft Drinks
3074,2.22,7.0,0.0,15.54,0,Soft Drinks
3075,0.46,8.0,0.0,3.68,2,Water
3076,2.45,12.0,0.0,29.4,1,Juices
3077,1.27,15.0,0.0,19.05,0,Soft Drinks
3078,2.26,11.0,0.0,24.86,0,Soft Drinks
3081,0.41,10.0,0.05,3.89,2,Water
3082,0.61,11.0,0.0,6.71,0,Soft Drinks
3084,2.38,5.0,0.0,11.9,1,Juices
3085,3.56,3.0,0.0,10.68,1,Juices
3086,0.57,10.0,0.0,5.7,2,Water
3089,2.12,4.0,0.0,8.48,0,Soft Drinks
3090,1.08,8.0,0.0,8.64,3,Alcoholic Beverages
3091,0.91,5.0,0.0,4.55,2,Water
3092,0.49,10.0,0.0,4.9,2,Water
3094,3.21,8.0,0.0,25.68,1,Juices
3096,1.64,6.000000000000001,0.0,9.84,1,Juices
3097,1.19,11.0,0.0,13.09,0,Soft Drinks
3098,2.38,1.0,0.0,2.38,1,Juices
3099,1.86,9.0,0.0,16.74,1,Juices
3101,3.43,13.0,0.0,44.59,1,Juices
3102,0.49,7.0,0.0,3.43,2,Water
3103,1.96,6.000000000000001,0.05,11.17,1,Juices
3104,0.49,20.0,0.05,9.31,2,Water
3105,0.86,23.0,0.05,18.79,0,Soft Drinks
3106,1.92,44.0,0.05,80.26,3,Alcoholic Beverages
3109,2.38,6.000000000000001,0.0,14.28,1,Juices
3110,0.47,14.0,0.0,6.58,2,Water
3111,0.85,17.0,0.1,13.0,2,Water
3112,1.06,15.0,0.05,15.1,2,Water
3116,0.58,11.0,0.0,6.38,2,Water
3117,3.31,13.0,0.0,43.03,0,Soft Drinks
3118,3.67,13.0,0.0,47.71,1,Juices
3119,4.22,14.0,0.0,59.08,3,Alcoholic Beverages
3121,0.77,43.0,0.05,31.449999999999996,0,Soft Drinks
3123,1.07,1.0,0.0,1.07,2,Water
3124,1.31,6.000000000000001,0.0,7.86,2,Water
3125,2.34,15.0,0.0,35.1,0,Soft Drinks
3126,3.43,10.0,0.0,34.3,1,Juices
3127,4.32,14.0,0.0,60.48,3,Alcoholic Beverages
3128,2.31,15.0,0.0,34.65,1,Juices
3129,1.33,4.0,0.0,5.320000000000001,3,Alcoholic Beverages
3130,1.59,14.0,0.0,22.260000000000005,1,Juices
3131,1.88,9.0,0.0,16.92,3,Alcoholic Beverages
3132,3.31,2.0,0.0,6.620000000000001,0,Soft Drinks
3133,0.99,9.0,0.0,8.91,0,Soft Drinks
3134,5.03,8.0,0.0,40.24,3,Alcoholic Beverages
3135,2.45,15.0,0.0,36.75,1,Juices
3136,1.02,6.000000000000001,0.0,6.119999999999999,3,Alcoholic Beverages
3137,0.93,6.000000000000001,0.0,5.58,2,Water
3139,2.21,3.0,0.0,6.63,0,Soft Drinks
3141,0.78,9.0,0.05,6.67,2,Water
3142,3.46,11.0,0.0,38.06,1,Juices
3143,2.22,9.0,0.0,19.98,0,Soft Drinks
3144,0.56,29.0,0.05,15.43,0,Soft Drinks
3147,2.25,30.0,0.1,60.75,2,Water
3150,2.07,3.0,0.05,5.9,0,Soft Drinks
3156,3.12,12.0,0.0,37.44,0,Soft Drinks
3157,1.23,7.0,0.0,8.61,2,Water
3158,1.75,13.0,0.0,22.75,1,Juices
3159,1.2,6.000000000000001,0.0,7.2,0,Soft Drinks
3160,2.31,14.0,0.0,32.34,1,Juices
3161,0.86,8.0,0.0,6.88,2,Water
3162,3.31,6.000000000000001,0.0,19.86,1,Juices
3163,0.91,14.0,0.0,12.74,2,Water
3164,5.03,1.0,0.0,5.03,3,Alcoholic Beverages
3165,0.49,13.0,0.0,6.37,2,Water
3166,1.38,2.0,0.0,2.76,2,Water
3167,1.59,5.0,0.0,7.95,1,Juices
3168,2.45,13.0,0.0,31.85,1,Juices
3169,0.49,6.000000000000001,0.0,2.94,2,Water
3170,2.26,12.0,0.0,27.119999999999997,0,Soft Drinks
3172,1.27,2.0,0.0,2.54,0,Soft Drinks
3173,2.04,8.0,0.0,16.32,3,Alcoholic Beverages
3174,1.63,7.0,0.0,11.409999999999998,3,Alcoholic Beverages
3175,4.32,15.0,0.0,64.8,3,Alcoholic Beverages
3176,2.12,1.0,0.0,2.12,0,Soft Drinks
3177,1.31,3.0,0.0,3.93,2,Water
3178,3.21,13.0,0.0,41.73,1,Juices
3179,0.96,8.0,0.0,7.68,0,Soft Drinks
3181,2.27,10.0,0.0,22.7,0,Soft Drinks
3182,3.67,5.0,0.0,18.35,1,Juices
3183,1.46,7.0,0.0,10.22,2,Water
3184,0.91,7.0,0.0,6.37,2,Water
3185,0.49,6.000000000000001,0.0,2.94,2,Water
3186,3.34,27.0,0.05,85.67,1,Juices
3190,2.56,43.0,0.05,104.58,0,Soft Drinks
3191,2.83,46.0,0.1,117.16,1,Juices
3192,1.99,15.0,0.0,29.85,3,Alcoholic Beverages
3193,1.58,11.0,0.0,17.38,0,Soft Drinks
3194,3.31,9.0,0.0,29.79,1,Juices
3197,2.45,6.000000000000001,0.0,14.7,1,Juices
3198,1.31,3.0,0.0,3.93,2,Water
3199,1.23,10.0,0.0,12.3,0,Soft Drinks
3200,1.71,7.0,0.0,11.97,2,Water
3201,1.46,2.0,0.0,2.92,2,Water
3203,3.67,6.000000000000001,0.0,22.02,1,Juices
3204,3.43,14.0,0.0,48.02,1,Juices
3206,3.04,49.0,0.05,141.51,1,Juices
3207,2.31,10.0,0.0,23.1,1,Juices
3208,1.75,13.0,0.0,22.75,1,Juices
3209,3.12,11.0,0.0,34.32,1,Juices
3210,1.99,13.0,0.0,25.87,0,Soft Drinks
3211,3.12,1.0,0.0,3.12,0,Soft Drinks
3212,3.46,1.0,0.0,3.46,1,Juices
3213,2.21,7.0,0.0,15.47,0,Soft Drinks
3214,1.2,2.0,0.0,2.3999999999999995,0,Soft Drinks
3215,1.75,4.0,0.0,7.0,1,Juices
3216,1.66,8.0,0.0,13.28,2,Water
3217,0.55,3.0,0.0,1.6499999999999997,0,Soft Drinks
3218,2.38,10.0,0.0,23.8,1,Juices
3220,0.89,12.0,0.0,10.68,2,Water
3221,1.04,3.0,0.0,3.12,2,Water
3222,0.65,32.0,0.05,19.76,0,Soft Drinks
3223,2.06,32.0,0.05,62.62,0,Soft Drinks
3229,0.7,13.0,0.05,8.64,0,Soft Drinks
3233,1.87,39.0,0.1,65.64,0,Soft Drinks
3234,2.93,4.0,0.0,11.72,1,Juices
3235,1.38,6.000000000000001,0.0,8.28,2,Water
3238,0.63,3.0,0.0,1.89,0,Soft Drinks
3239,3.31,14.0,0.0,46.34,0,Soft Drinks
3240,0.59,14.0,0.0,8.26,2,Water
3244,2.38,8.0,0.0,19.04,1,Juices
3245,1.07,3.0,0.0,3.21,0,Soft Drinks
3246,2.27,3.0,0.0,6.81,0,Soft Drinks
3247,1.42,10.0,0.0,14.200000000000001,2,Water
3248,3.67,15.0,0.0,55.05,1,Juices
3249,3.11,11.0,0.0,34.21,1,Juices
3250,1.69,14.0,0.0,23.66,1,Juices
3251,3.21,5.0,0.0,16.05,1,Juices
3252,0.58,5.0,0.0,2.9000000000000004,2,Water
3253,0.8,9.0,0.05,6.84,2,Water
3254,2.31,11.0,0.0,25.41,1,Juices
3255,1.04,5.0,0.0,5.2,2,Water
3256,3.33,11.0,0.0,36.63,1,Juices
3257,3.67,15.0,0.0,55.05,1,Juices
3258,4.32,2.0,0.0,8.64,3,Alcoholic Beverages
3259,1.07,3.0,0.0,3.21,2,Water
3260,1.3,25.0,0.05,30.88,1,Juices
3264,2.72,16.0,0.05,41.34,3,Alcoholic Beverages
3265,1.6200000000000003,4.0,0.05,6.16,1,Juices
3266,1.04,2.0,0.0,2.08,0,Soft Drinks
3267,4.22,15.0,0.0,63.3,3,Alcoholic Beverages
3269,2.31,9.0,0.0,20.79,1,Juices
3270,4.74,15.0,0.0,71.1,3,Alcoholic Beverages
3271,2.31,11.0,0.0,25.41,1,Juices
3272,0.46,5.0,0.0,2.3,2,Water
3273,1.16,12.0,0.0,13.92,0,Soft Drinks
3274,0.96,9.0,0.0,8.64,2,Water
3276,0.89,9.0,0.0,8.01,2,Water
3277,2.27,7.0,0.0,15.89,0,Soft Drinks
3279,1.38,3.0,0.0,4.14,2,Water
3280,1.02,12.0,0.0,12.239999999999998,3,Alcoholic Beverages
3281,0.59,3.0,0.0,1.77,0,Soft Drinks
3282,1.2,8.0,0.0,9.599999999999998,0,Soft Drinks
3283,1.31,8.0,0.0,10.48,2,Water
3284,3.23,5.0,0.0,16.15,1,Juices
3285,2.13,5.0,0.0,10.65,0,Soft Drinks
3287,0.93,10.0,0.0,9.3,3,Alcoholic Beverages
3288,3.69,9.0,0.1,29.89,1,Juices
3289,1.24,33.0,0.05,38.87,3,Alcoholic Beverages
3292,2.21,43.0,0.05,90.28,1,Juices
3293,1.66,12.0,0.0,19.919999999999998,2,Water
3294,1.64,10.0,0.0,16.4,1,Juices
3295,3.21,7.0,0.0,22.47,0,Soft Drinks
3297,1.14,22.0,0.05,23.83,1,Juices
3300,2.67,3.0,0.05,7.610000000000001,1,Juices
3302,1.66,14.0,0.0,23.24,2,Water
3303,4.19,5.0,0.0,20.95,3,Alcoholic Beverages
3304,1.8,8.0,0.0,14.4,1,Juices
3305,3.21,13.0,0.0,41.73,1,Juices
3306,1.92,8.0,0.0,15.36,3,Alcoholic Beverages
3307,0.56,6.000000000000001,0.0,3.36,2,Water
3308,1.75,10.0,0.0,17.5,1,Juices
3309,1.04,6.000000000000001,0.0,6.24,0,Soft Drinks
3310,2.31,1.0,0.0,2.31,1,Juices
3311,1.01,26.0,0.05,24.95,3,Alcoholic Beverages
3312,3.31,2.0,0.0,6.620000000000001,0,Soft Drinks
3314,1.08,15.0,0.0,16.2,3,Alcoholic Beverages
3315,2.21,8.0,0.0,17.68,0,Soft Drinks
3316,0.86,7.0,0.0,6.02,2,Water
3317,2.13,13.0,0.0,27.69,0,Soft Drinks
3318,2.31,6.000000000000001,0.0,13.859999999999998,1,Juices
3319,2.34,11.0,0.0,25.74,0,Soft Drinks
3320,4.32,10.0,0.0,43.2,3,Alcoholic Beverages
3321,1.41,2.0,0.0,2.82,3,Alcoholic Beverages
3322,2.69,54.0,0.1,130.73,1,Juices
3323,0.57,10.0,0.0,5.7,2,Water
3324,3.21,8.0,0.0,25.68,1,Juices
3325,1.19,15.0,0.0,17.85,0,Soft Drinks
3326,3.33,4.0,0.0,13.32,1,Juices
3327,0.47,4.0,0.0,1.88,2,Water
3328,1.07,5.0,0.0,5.35,2,Water
3329,2.35,10.0,0.0,23.499999999999996,0,Soft Drinks
3330,5.03,11.0,0.0,55.330000000000005,3,Alcoholic Beverages
3331,1.23,1.0,0.0,1.23,0,Soft Drinks
3335,0.63,16.0,0.05,9.58,0,Soft Drinks
3336,1.12,12.0,0.0,13.44,3,Alcoholic Beverages
3337,1.19,4.0,0.0,4.76,0,Soft Drinks
3338,1.42,9.0,0.0,12.78,2,Water
3339,2.19,1.0,0.0,2.19,0,Soft Drinks
3340,2.21,6.000000000000001,0.0,13.26,0,Soft Drinks
3341,3.12,5.0,0.0,15.6,1,Juices
3342,0.59,9.0,0.0,5.31,0,Soft Drinks
3343,1.49,13.0,0.0,19.37,0,Soft Drinks
3344,4.35,13.0,0.0,56.55,3,Alcoholic Beverages
3345,2.27,5.0,0.0,11.35,0,Soft Drinks
3346,3.33,11.0,0.0,36.63,1,Juices
3350,1.64,7.0,0.0,11.48,1,Juices
3351,3.02,15.0,0.0,45.3,1,Juices
3352,2.38,6.000000000000001,0.0,14.28,1,Juices
3353,1.64,9.0,0.0,14.76,1,Juices
3354,2.05,4.0,0.0,8.2,0,Soft Drinks
3355,0.64,13.0,0.0,8.32,2,Water
3356,4.88,5.0,0.0,24.399999999999995,3,Alcoholic Beverages
3357,3.33,8.0,0.0,26.64,1,Juices
3359,2.27,5.0,0.0,11.35,0,Soft Drinks
3360,3.33,4.0,0.0,13.32,1,Juices
3361,1.88,5.0,0.0,9.4,3,Alcoholic Beverages
3363,0.93,13.0,0.0,12.090000000000002,2,Water
3364,1.99,9.0,0.0,17.91,0,Soft Drinks
3365,0.99,13.0,0.0,12.87,0,Soft Drinks
3366,1.41,15.0,0.0,21.15,3,Alcoholic Beverages
3367,3.31,1.0,0.0,3.3100000000000005,1,Juices
3368,1.86,12.0,0.0,22.32,1,Juices
3369,0.63,5.0,0.0,3.15,0,Soft Drinks
3370,0.99,8.0,0.0,7.920000000000001,2,Water
3371,1.19,2.0,0.0,2.38,0,Soft Drinks
3373,1.3,46.0,0.05,56.81,0,Soft Drinks
3374,0.96,32.0,0.05,29.18,3,Alcoholic Beverages
3375,1.9,31.0,0.05,55.96,0,Soft Drinks
3376,0.72,51.0,0.1,33.05,2,Water
3377,1.32,53.0,0.1,62.96,2,Water
3378,2.2,4.0,0.05,8.36,1,Juices
3381,4.88,7.0,0.0,34.16,3,Alcoholic Beverages
3382,4.35,14.0,0.0,60.9,3,Alcoholic Beverages
3384,0.47,13.0,0.0,6.11,2,Water
3385,1.42,2.0,0.0,2.84,2,Water
3386,1.26,7.0,0.0,8.82,2,Water
3387,3.33,10.0,0.0,33.3,1,Juices
3388,2.27,10.0,0.0,22.7,0,Soft Drinks
3392,2.53,22.0,0.05,52.879999999999995,1,Juices
3393,0.87,8.0,0.1,6.26,0,Soft Drinks
3395,0.61,11.0,0.0,6.71,0,Soft Drinks
3397,1.64,4.0,0.0,6.56,1,Juices
3399,0.96,2.0,0.0,1.92,3,Alcoholic Beverages
3400,1.66,3.0,0.0,4.9799999999999995,2,Water
3401,1.27,13.0,0.0,16.51,0,Soft Drinks
3405,2.8,37.0,0.1,93.24000000000001,0,Soft Drinks
3406,2.42,28.0,0.05,64.37,1,Juices
3408,0.86,10.0,0.0,8.6,2,Water
3409,3.43,7.0,0.0,24.01,1,Juices
3410,2.12,15.0,0.0,31.8,0,Soft Drinks
3411,1.08,5.0,0.0,5.4,3,Alcoholic Beverages
3412,1.58,15.0,0.0,23.7,0,Soft Drinks
3413,5.03,4.0,0.0,20.12,3,Alcoholic Beverages
3415,1.8,41.0,0.1,66.42,3,Alcoholic Beverages
3420,0.58,9.0,0.0,5.22,2,Water
3421,1.26,2.0,0.0,2.52,2,Water
3422,0.57,4.0,0.0,2.28,2,Water
3423,1.07,13.0,0.0,13.91,2,Water
3424,0.47,11.0,0.0,5.17,2,Water
3425,0.38,35.0,0.1,11.97,2,Water
3426,2.12,12.0,0.0,25.44,0,Soft Drinks
3427,1.16,7.0,0.0,8.12,3,Alcoholic Beverages
3428,1.07,6.000000000000001,0.0,6.42,2,Water
3429,1.86,11.0,0.0,20.46,1,Juices
3430,3.43,13.0,0.0,44.59,1,Juices
3431,1.1,2.0,0.0,2.2,0,Soft Drinks
3432,3.67,10.0,0.0,36.7,1,Juices
3434,3.11,14.0,0.0,43.54,1,Juices
3435,1.64,6.000000000000001,0.0,9.84,1,Juices
3436,3.67,4.0,0.0,14.68,1,Juices
3438,1.99,5.0,0.0,9.95,3,Alcoholic Beverages
3439,1.31,1.0,0.0,1.31,2,Water
3440,0.99,2.0,0.0,1.9800000000000002,2,Water
3441,2.12,11.0,0.0,23.32,0,Soft Drinks
3442,1.99,11.0,0.0,21.89,3,Alcoholic Beverages
3443,0.57,7.0,0.0,3.99,2,Water
3444,1.04,14.0,0.0,14.560000000000002,2,Water
3445,3.56,15.0,0.0,53.4,1,Juices
3446,1.8,5.0,0.0,9.0,1,Juices
3447,2.38,12.0,0.0,28.56,1,Juices
3448,2.05,14.0,0.0,28.699999999999996,0,Soft Drinks
